FCLTY_NM,CTPRVN_CD,CTPRVN_NM,SIGNGU_CD,SIGNGU_NM,RPRSNTV_TEL_NO,RDNMADR_CD,FCLTY_ROAD_NM_ADDR,FCLTY_CRDNT_LO,FCLTY_CRDNT_LA,GID_CD
평안흥업(주)동서울지점,41,경기,41360,남양주시,,413603197042,경기도 남양주시 와부읍 월문천로 280-7동서울승마클럽,127.2423361,37.5988742,다사772555
해동검도(거제),48,경남,48310,거제시,0556879093,483103337011,경상남도 거제시 국산로 167영진엘러빌 105호,128.6938425,34.8987349,마라090566
해동검도(창원),48,경남,48120,창원시,0552880206,481214781657,경남 창원시 의창구 봉곡동 61-10,128.6594765,35.2456395,마라054950
팀에이스(화원점),27,대구,27710,달성군,0536354860,277103148049,대구광역시 달성군 화원읍 명천로 2224층팀에이스,128.4944706,35.7994030,라마898563
"선무도장(특공무술,해동검도)",45,전북,45140,익산시,0638319949,451404607064,전라북도 익산시 고봉로34길 422층(영등동),126.9757689,35.9600842,다마527738
광양시청(광양수영장),46,전남,46230,광양시,0617973800,462304655163,전라남도 광양시 봉강면 명암길 7광양수영장,127.5729862,34.9805314,라라066650
굿컴퍼니(별별생활체육센터 수원점),41,경기,41110,수원시,0312912171,411134325147,경기도 수원시 권선구 금호로23번길 21슬로피아 1층(금곡동),126.9541719,37.2698021,다사516191
금천구청(금나래문화체육센터),11,서울,11545,금천구,028057678,115454151343,서울특별시 금천구 시흥대로79길 32금나래문화체육센터(독산동),126.8960531,37.4589314,다사465401
태권박사&스포츠짐,11,서울,11590,동작구,0264053023,115904157344,"서울특별시 동작구 상도로34길 36-10지2층(상도동, 대흥빌딩근생및도시형주택(원룸))",126.9447745,37.5036619,다사509450
태권박사&스포츠짐,11,서울,11590,동작구,0264053023,115904157344,"서울특별시 동작구 상도로34길 36-10지2층(상도동, 대흥빌딩근생및도시형주택(원룸))",126.9447745,37.5036619,다사509450
성장운동&심리발달센터,26,부산,26260,동래구,0515021857,262603130011,부산광역시 동래구 석사로 35보현타워 601호(사직동),129.0631396,35.1999824,마라422905
가온합기도,44,충남,44150,공주시,0418585253,441503251004,충청남도 공주시 공주대학로 972층 가온합기도(신관동),127.1374413,36.4737242,다바675307
강한태권도,46,전남,46150,순천시,,461504649378,"전라남도 순천시 봉화1길 21(조례동,1층) 강한태권도(조례동)",127.5132415,34.9531917,라라012620
강호합기도,27,대구,27230,북구,0539540400,272303145028,"대구광역시 북구 복현로 711단지 상가 5층(복현동, 복현블루밍브라운스톤 명문세가아파트)",128.6234183,35.8975833,마마013673
거명체육관,26,부산,26470,연제구,028676403,264704211316,부산광역시 연제구 월드컵대로19번길 123층,129.0850535,35.1762224,마라443879
거산체육관,26,부산,26350,해운대구,0515446001,263503133028,부산광역시 해운대구 아랫반송로 643층(반송동),129.1511877,35.2222256,마라502931
건양볼링장,44,충남,44230,논산시,0417424237,442303255048,충청남도 논산시 대학로 24지하1층(내동),127.1010036,36.1773598,다마641978
건영승마장,48,경남,48170,진주시,0557586924,481704796712,경상남도 진주시 내동면 산유로488번길 8-24건영승마장,128.0621497,35.1413337,라라512830
건영태권도,27,대구,27140,동구,0539514441,271403142025,"대구광역시 동구 신암남로 50301호(신암동, 신암건영캐스빌)",128.6204608,35.8782860,마마011652
건화베스파,46,전남,46230,광양시,0617629811,462303285061,전라남도 광양시 광양읍 인덕로 1121건화베스파,127.5805731,34.9823611,라라073652
경산수영장,47,경북,47290,경산시,0538105467,472903313062,경상북도 경산시 장산로 201(상방동),128.7472598,35.8208618,마마126589
경향태권도,29,광주,29110,동구,0622237644,291103009021,"광주광역시 동구 무등로 374(계림동, 두산위브)상가 205호",126.9241662,35.1594986,다라475850
고려태권도,41,경기,41190,부천시,0326721780,411903000067,경기도 부천시 평천로 708약대빌딩6층 고려태권도장(약대동),126.7694707,37.5148598,다사354464
고려태권도,44,충남,44800,홍성군,0416315477,448003262019,충청남도 홍성군 홍성읍 조양로 322층,126.6582100,36.5979854,다바247447
광림태권도,29,광주,29155,남구,0623516772,291554283113,광주광역시 남구 금화로376번길 21영무예다음상가 2층,126.8884635,35.1403705,다라442829
광양레포츠,46,전남,46230,광양시,0617987900,462303285040,전라남도 광양시 중마로 4101층수영장(마동),127.7030810,34.9465138,라라185613
광양체육관,46,전남,46230,광양시,0617632521,462303285010,전라남도 광양시 광양읍 대림오성로 183층 광양태권도장,127.5648361,34.9682758,라라059637
국민태권도,26,부산,26260,동래구,0515248833,262604190163,부산광역시 동래구 명안로86번길 293층 국민태권도(명장동),129.1060090,35.2040559,마라461910
국심검도관,11,서울,11590,동작구,025846820,115904157236,서울특별시 동작구 사당로16길 74층 국심검도관(사당동),126.9741008,37.4830479,다사535427
